province,province_2nd,regency_city,regency_city_2nd,found_id,province_aliases,province_aliases_2nd,regency_city_aliases,regency_city_aliases_2nd,lat,long
Aceh,Aceh,Kabupaten Aceh Utara,Kabupaten Aceh Utara,TRUE,"Aceh, Aceh, Aceh, Aceh, Aceh","Aceh, Aceh, Aceh, Aceh, Aceh","North Aceh Regency, North Aceh Regency, Kabupaten Aceh Utara, North Aceh Regency, North Aceh Regency","Kabupaten Aceh Utara, Kabupaten Aceh Utara, Kabupaten Aceh Utara, Kabupaten Aceh Utara, Kabupaten Aceh Utara",4.9786,97.2221
Aceh,Aceh,Kabupaten Bener Meriah,Kabupaten Bener Meriah,TRUE,"Aceh, Aceh, Aceh, Aceh, Aceh","Aceh, Aceh, Aceh, Aceh, Aceh","Bener Meriah Regency, Bener Meriah Regency, Kabupaten Bener Meriah, Bener Meriah Regency, Bener Meriah Regency","Kabupaten Bener Meriah, Kabupaten Bener Meriah, Kabupaten Bener Meriah, Kabupaten Bener Meriah, Kabupaten Bener Meriah",4.7514,96.9525
Aceh,Aceh,Kabupaten Bireuen,Kabupaten Bireuen,TRUE,"Aceh, Aceh, Aceh, Aceh, Aceh","Aceh, Aceh, Aceh, Aceh, Aceh","Kabupaten Bireuen, Bireuen Regency, Bireuen Regency, Bireuen Regency, Bireuen Regency","Kabupaten Bireuen, Kabupaten Bireuen, Kabupaten Bireuen, Kabupaten Bireuen, Kabupaten Bireuen",5.1086,96.6638
Aceh,Aceh,Kabupaten Gayo Lues,Kabupaten Gayo Lues,TRUE,"Aceh, Aceh, Aceh, Aceh, Aceh","Aceh, Aceh, Aceh, Aceh, Aceh","Kabupaten Gayo Lues, Kabupaten Gayo Lues, Gayo Lues Regency, Gayo Lues Regency","Kabupaten Gayo Lues, Kabupaten Gayo Lues, Kabupaten Gayo Lues, Kabupaten Gayo Lues",3.9552,97.3517
Aceh,Aceh,Kabupaten Nagan Raya,Kabupaten Nagan Raya,TRUE,"Aceh, Aceh, Aceh, Aceh, Aceh","Aceh, Aceh, Aceh, Aceh, Aceh","Nagan Raya Regency, Kabupaten Nagan Raya, Nagan Raya Regency, Nagan Raya Regency, Nagan Raya Regency","Kabupaten Nagan Raya, Kabupaten Nagan Raya, Kabupaten Nagan Raya, Kabupaten Nagan Raya, Kabupaten Nagan Raya",4.1248,96.493
Aceh,Aceh,Kabupaten Pidie,Kabupaten Pidie,TRUE,"Aceh, Aceh, Aceh, Aceh, Aceh","Aceh, Aceh, Aceh, Aceh, Aceh","Pidie Regency, Pidie Regency, Pidie Regency, Pidie Regency, Pidie Regency","Kabupaten Pidie, Kabupaten Pidie, Kabupaten Pidie, Kabupaten Pidie, Kabupaten Pidie",5.0743,95.941
Aceh,Aceh,Kabupaten Pidie Jaya,Kabupaten Pidie Jaya,TRUE,"Aceh, Aceh, Aceh, Aceh, Aceh","Aceh, Aceh, Aceh, Aceh, Aceh","Pidie Jaya Regency, Pidie Jaya Regency, Pidie Jaya Regency, Pidie Regency, Pidie Jaya Regency","Kabupaten Pidie Jaya, Kabupaten Pidie Jaya, Kabupaten Pidie Jaya, Kabupaten Pidie, Kabupaten Pidie Jaya",5.1548,96.1951
Aceh,Aceh,Kabupaten Simeulue,Kabupaten Simeulue,TRUE,"Aceh, Aceh, Aceh, Aceh, Aceh","Aceh, Aceh, Aceh, Aceh, Aceh","Simeulue Regency, Simeulue Regency, Simeulue Regency","Kabupaten Simeulue, Kabupaten Simeulue, Kabupaten Simeulue",2.644,96.0256
Aceh,Aceh,Kota Banda Aceh,Kota Banda Aceh,TRUE,"Aceh, Aceh, Aceh, Aceh, Aceh","Aceh, Aceh, Aceh, Aceh, Aceh","Banda Aceh City, Banda Aceh City, Banda Aceh City, Banda Aceh City, Banda Aceh City","Kota Banda Aceh, Kota Banda Aceh, Kota Banda Aceh, Kota Banda Aceh, Kota Banda Aceh",5.5483,95.3238
Aceh,Aceh,Kota Langsa,Kota Langsa,TRUE,"Aceh, Aceh, Aceh, Aceh, Aceh","Aceh, Aceh, Aceh, Aceh, Aceh","Langsa City, Langsa City, Langsa City, Langsa City","Kota Langsa, Kota Langsa, Kota Langsa, Kota Langsa",4.4725,97.9756
Aceh,Aceh,Kota Lhokseumawe,Kota Lhokseumawe,TRUE,"Aceh, Aceh, Aceh, Aceh, Aceh","Aceh, Aceh, Aceh, Aceh, Aceh","Kota Lhokseumawe, Lhokseumawe City, Lhokseumawe City, Lhokseumawe City, Lhokseumawe City","Kota Lhokseumawe, Kota Lhokseumawe, Kota Lhokseumawe, Kota Lhokseumawe, Kota Lhokseumawe",5.1812,97.1413
Aceh,Aceh,Kota Sabang,Kota Sabang,TRUE,"Aceh, Aceh, Aceh, Aceh, Aceh","Aceh, Aceh, Aceh, Aceh, Aceh","Sabang City, Sabang City, Kota Sabang, Kota Sabang, Sabang City","Sabang City, Kota Sabang, Kota Sabang, Kota Sabang, Kota Sabang",5.8926,95.3238
Aceh,Aceh,Kota Subulussalam,Kota Subulussalam,TRUE,"Aceh, Aceh, Aceh, Aceh, Aceh","Aceh, Aceh, Aceh, Aceh, Aceh","Kota Subulussalam, Kota Subulussalam, Subulussalam City, Subulussalam City, Subulussalam City","Kota Subulussalam, Kota Subulussalam, Kota Subulussalam, Kota Subulussalam, Kota Subulussalam",2.7121,97.9157
Sumatera Utara,Sumatera Utara,Kabupaten Asahan,Kabupaten Asahan,TRUE,"North Sumatra, Sumatera Utara, North Sumatra, North Sumatra, North Sumatra","Sumatera Utara, Sumatera Utara, Sumatera Utara, Sumatera Utara, Sumatera Utara","Asahan Regency, Kabupaten Asahan, Asahan Regency, Asahan Regency, Asahan Regency","Kabupaten Asahan, Kabupaten Asahan, Kabupaten Asahan, Kabupaten Asahan, Kabupaten Asahan",2.8175,99.6341
Sumatera Utara,Sumatera Utara,Kabupaten Batu Bara,Kabupaten Batu Bara,TRUE,"North Sumatra, North Sumatra, Sumatera Utara, North Sumatra, North Sumatra","Sumatera Utara, Sumatera Utara, Sumatera Utara, Sumatera Utara, Sumatera Utara","Batu Bara Regency, Batu Bara Regency, Kabupaten Batu Bara, Batu Bara Regency, Batu Bara Regency","Kabupaten Batu Bara, Kabupaten Batu Bara, Kabupaten Batu Bara, Kabupaten Batu Bara, Kabupaten Batu Bara",3.1741,99.5006
Sumatera Utara,Sumatera Utara,Kabupaten Dairi,Kabupaten Dairi,TRUE,"Sumatera Utara, North Sumatra, North Sumatra, North Sumatra, North Sumatra","Sumatera Utara, Sumatera Utara, Sumatera Utara, Sumatera Utara, Sumatera Utara","Kabupaten Dairi, Dairi Regency, Dairi Regency, Dairi Regency, Dairi Regency","Kabupaten Dairi, Kabupaten Dairi, Kabupaten Dairi, Kabupaten Dairi, Kabupaten Dairi",2.8676,98.2651
Sumatera Utara,Sumatera Utara,Kabupaten Deli Serdang,Kabupaten Deli Serdang,TRUE,"North Sumatra, North Sumatra, North Sumatra, North Sumatra, North Sumatra","Sumatera Utara, Sumatera Utara, Sumatera Utara, Sumatera Utara, Sumatera Utara","Deli Serdang Regency, Deli Serdang Regency, Deli Serdang Regency, Deli Serdang Regency, Deli Serdang Regency","Kabupaten Deli Serdang, Kabupaten Deli Serdang, Kabupaten Deli Serdang, Kabupaten Deli Serdang, Kabupaten Deli Serdang",3.4202,98.7041
Sumatera Utara,Sumatera Utara,Kabupaten Humbang Hasundutan,Kabupaten Humbang Hasundutan,TRUE,"North Sumatra, Sumatera Utara, North Sumatra, North Sumatra, North Sumatra","Sumatera Utara, Sumatera Utara, Sumatera Utara, Sumatera Utara, Sumatera Utara","Humbang Hasundutan Regency, Kabupaten Humbang Hasundutan, Humbang Hasundutan Regency, Humbang Hasundutan Regency, Humbang Hasundutan Regency","Kabupaten Humbang Hasundutan, Kabupaten Humbang Hasundutan, Kabupaten Humbang Hasundutan, Kabupaten Humbang Hasundutan, Kabupaten Humbang Hasundutan",2.1989,98.5721
Sumatera Utara,Sumatera Utara,Kabupaten Karo,Kabupaten Karo,TRUE,"North Sumatra, North Sumatra, North Sumatra, North Sumatra, North Sumatra","Sumatera Utara, Sumatera Utara, Sumatera Utara, Sumatera Utara, Sumatera Utara","Karo Regency, Karo Regency, Karo Regency, Karo Regency, Karo Regency","Kabupaten Karo, Kabupaten Karo, Kabupaten Karo, Kabupaten Karo, Kabupaten Karo",3.1053,98.2651
Sumatera Utara,Sumatera Utara,Kabupaten Labuhanbatu,Kabupaten Labuhanbatu,TRUE,"Sumatera Utara, Sumatera Utara, North Sumatra, North Sumatra, North Sumatra","Sumatera Utara, Sumatera Utara, Sumatera Utara, Sumatera Utara, Sumatera Utara","Kabupaten Labuhanbatu, Kabupaten Labuhanbatu, Labuhan Batu Regency, Labuhan Batu Regency, Labuhan Batu Regency","Kabupaten Labuhanbatu, Kabupaten Labuhanbatu, Kabupaten Labuhanbatu, Kabupaten Labuhanbatu, Kabupaten Labuhanbatu",2.344,100.1703
Sumatera Utara,Sumatera Utara,Kabupaten Labuhanbatu Selatan,Kabupaten Labuhanbatu Selatan,TRUE,"North Sumatra, Sumatera Utara, North Sumatra, North Sumatra, North Sumatra","Sumatera Utara, Sumatera Utara, Sumatera Utara, Sumatera Utara, Sumatera Utara","South Labuhan Batu Regency, Kabupaten Labuhanbatu Selatan, South Labuhan Batu Regency, South Labuhan Batu Regency, South Labuhan Batu Regency","Kabupaten Labuhanbatu Selatan, Kabupaten Labuhanbatu Selatan, Kabupaten Labuhanbatu Selatan, Kabupaten Labuhanbatu Selatan, Kabupaten Labuhanbatu Selatan",1.8799,100.1703
Sumatera Utara,Sumatera Utara,Kabupaten Labuhanbatu Utara,Kabupaten Labuhanbatu Utara,TRUE,"North Sumatra, Sumatera Utara, North Sumatra, North Sumatra, North Sumatra","Sumatera Utara, Sumatera Utara, Sumatera Utara, Sumatera Utara, Sumatera Utara","North Labuhan Batu Regency, Kabupaten Labuhanbatu Utara, North Labuhan Batu Regency, North Labuhan Batu Regency, North Labuhan Batu Regency","Kabupaten Labuhanbatu Utara, Kabupaten Labuhanbatu Utara, Kabupaten Labuhanbatu Utara, Kabupaten Labuhanbatu Utara, Kabupaten Labuhanbatu Utara",2.3466,99.8125
Sumatera Utara,Sumatera Utara,Kabupaten Langkat,Kabupaten Langkat,TRUE,"Sumatera Utara, North Sumatra, North Sumatra, North Sumatra, North Sumatra","Sumatera Utara, Sumatera Utara, Sumatera Utara, Sumatera Utara, Sumatera Utara","Kabupaten Langkat, Langkat Regency, Langkat Regency, Langkat Regency, Langkat Regency","Kabupaten Langkat, Kabupaten Langkat, Kabupaten Langkat, Kabupaten Langkat, Kabupaten Langkat",3.8654,98.3088
Sumatera Utara,Sumatera Utara,Kabupaten Mandailing Natal,Kabupaten Mandailing Natal,TRUE,"North Sumatra, North Sumatra, North Sumatra, North Sumatra, North Sumatra","Sumatera Utara, Sumatera Utara, Sumatera Utara, Sumatera Utara, Sumatera Utara","Mandailing Natal Regency, Mandailing Natal Regency, Mandailing Natal Regency, Mandailing Natal Regency, Mandailing Natal Regency","Kabupaten Mandailing Natal, Kabupaten Mandailing Natal, Kabupaten Mandailing Natal, Kabupaten Mandailing Natal, Kabupaten Mandailing Natal",0.7432,99.3673
Sumatera Utara,Sumatera Utara,Kabupaten Nias,Kabupaten Nias,TRUE,"North Sumatra, North Sumatra, Sumatera Utara, North Sumatra, North Sumatra","Sumatera Utara, Sumatera Utara, Sumatera Utara, Sumatera Utara, Sumatera Utara","Nias Regency, Nias Regency, Kabupaten Nias, Nias Regency, Nias Regency","Kabupaten Nias, Kabupaten Nias, Kabupaten Nias, Kabupaten Nias, Kabupaten Nias",1.0869,97.7417
Sumatera Utara,Sumatera Utara,Kabupaten Nias Barat,Kabupaten Nias Barat,TRUE,"North Sumatra, North Sumatra, North Sumatra, North Sumatra, North Sumatra","Sumatera Utara, Sumatera Utara, Sumatera Utara, Sumatera Utara, Sumatera Utara","West Nias Regency, West Nias Regency, West Nias Regency, West Nias Regency, West Nias Regency","Kabupaten Nias Barat, Kabupaten Nias Barat, Kabupaten Nias Barat, Kabupaten Nias Barat, Kabupaten Nias Barat",1.0116,97.4814
Sumatera Utara,Sumatera Utara,Kabupaten Nias Selatan,Kabupaten Nias Selatan,TRUE,"North Sumatra, North Sumatra, North Sumatra, North Sumatra, North Sumatra","Sumatera Utara, Sumatera Utara, Sumatera Utara, Sumatera Utara, Sumatera Utara","South Nias Regency, South Nias Regency, South Nias Regency, South Nias Regency, South Nias Regency","Kabupaten Nias Selatan, Kabupaten Nias Selatan, Kabupaten Nias Selatan, Kabupaten Nias Selatan, Kabupaten Nias Selatan",0.7086,97.8286
Sumatera Utara,Sumatera Utara,Kabupaten Nias Utara,Kabupaten Nias Utara,TRUE,"North Sumatra, Sumatera Utara, North Sumatra, North Sumatra, North Sumatra","Sumatera Utara, Sumatera Utara, Sumatera Utara, Sumatera Utara, Sumatera Utara","North Nias Regency, Kabupaten Nias Utara, North Nias Regency, North Nias Regency, North Nias Regency","Kabupaten Nias Utara, Kabupaten Nias Utara, Kabupaten Nias Utara, Kabupaten Nias Utara, Kabupaten Nias Utara",1.3166,97.3949
Sumatera Utara,Sumatera Utara,Kabupaten Padang Lawas,Kabupaten Padang Lawas,TRUE,"North Sumatra, Sumatera Utara, North Sumatra, North Sumatra, North Sumatra","Sumatera Utara, Sumatera Utara, Sumatera Utara, Sumatera Utara, Sumatera Utara","Padang Lawas Regency, Kabupaten Padang Lawas, Padang Lawas Regency, Padang Lawas Regency, Padang Lawas Regency","Kabupaten Padang Lawas, Kabupaten Padang Lawas, Kabupaten Padang Lawas, Kabupaten Padang Lawas, Kabupaten Padang Lawas",1.1187,99.8125
Sumatera Utara,Sumatera Utara,Kabupaten Padang Lawas Utara,Kabupaten Padang Lawas Utara,TRUE,"North Sumatra, North Sumatra, North Sumatra, North Sumatra, North Sumatra","Sumatera Utara, Sumatera Utara, Sumatera Utara, Sumatera Utara, Sumatera Utara","North Padang Lawas Regency, North Padang Lawas Regency, North Padang Lawas Regency, North Padang Lawas Regency","Kabupaten Padang Lawas Utara, Kabupaten Padang Lawas Utara, Kabupaten Padang Lawas Utara, Kabupaten Padang Lawas Utara",1.5759,99.6341
Sumatera Utara,Sumatera Utara,Kabupaten Pakpak Bharat,Kabupaten Pakpak Bharat,TRUE,"North Sumatra, North Sumatra, North Sumatra, North Sumatra, North Sumatra","Sumatera Utara, Sumatera Utara, Sumatera Utara, Sumatera Utara, Sumatera Utara","Pakpak Bharat Regency, Pakpak Bharat Regency, Pakpak Bharat Regency, Pakpak Bharat Regency, Pakpak Bharat Regency","Kabupaten Pakpak Bharat, Kabupaten Pakpak Bharat, Kabupaten Pakpak Bharat, Kabupaten Pakpak Bharat, Kabupaten Pakpak Bharat",2.5135,98.2213
Sumatera Utara,Sumatera Utara,Kabupaten Samosir,Kabupaten Samosir,TRUE,"North Sumatra, North Sumatra, North Sumatra, North Sumatra, North Sumatra","Sumatera Utara, Sumatera Utara, Sumatera Utara, Sumatera Utara, Sumatera Utara","Samosir Regency, Samosir Regency, Samosir Regency, Samosir Regency, Samosir Regency","Kabupaten Samosir, Kabupaten Samosir, Kabupaten Samosir, Kabupaten Samosir, Kabupaten Samosir",2.6274,98.7922
Sumatera Utara,Sumatera Utara,Kabupaten Serdang Bedagai,Kabupaten Serdang Bedagai,TRUE,"North Sumatra, North Sumatra, Sumatera Utara, North Sumatra, North Sumatra","Sumatera Utara, Sumatera Utara, Sumatera Utara, Sumatera Utara, Sumatera Utara","Serdang Bedagai Regency, Serdang Bedagai Regency, Kabupaten Serdang Bedagai, Serdang Bedagai Regency, Serdang Bedagai Regency","Kabupaten Serdang Bedagai, Kabupaten Serdang Bedagai, Kabupaten Serdang Bedagai, Kabupaten Serdang Bedagai, Kabupaten Serdang Bedagai",3.3372,99.0571
Sumatera Utara,Sumatera Utara,Kabupaten Simalungun,Kabupaten Simalungun,TRUE,"Sumatera Utara, North Sumatra, North Sumatra, North Sumatra, North Sumatra","Sumatera Utara, Sumatera Utara, Sumatera Utara, Sumatera Utara, Sumatera Utara","Kabupaten Simalungun, Simalungun Regency, Simalungun Regency, Simalungun Regency, Simalungun Regency","Kabupaten Simalungun, Kabupaten Simalungun, Kabupaten Simalungun, Kabupaten Simalungun, Kabupaten Simalungun",2.9782,99.2786
Sumatera Utara,Sumatera Utara,Kabupaten Tapanuli Selatan,Kabupaten Tapanuli Selatan,TRUE,"Sumatera Utara, North Sumatra, North Sumatra, North Sumatra, North Sumatra","Sumatera Utara, Sumatera Utara, Sumatera Utara, Sumatera Utara, Sumatera Utara","Kabupaten Tapanuli Selatan, South Tapanuli Regency, South Tapanuli Regency, South Tapanuli Regency","Kabupaten Tapanuli Selatan, Kabupaten Tapanuli Selatan, Kabupaten Tapanuli Selatan, Kabupaten Tapanuli Selatan",1.5775,99.2786
Sumatera Utara,Sumatera Utara,Kabupaten Tapanuli Tengah,Kabupaten Tapanuli Tengah,TRUE,"North Sumatra, North Sumatra, North Sumatra, North Sumatra, North Sumatra","Sumatera Utara, Sumatera Utara, Sumatera Utara, Sumatera Utara, Sumatera Utara","Central Tapanuli Regency, Central Tapanuli Regency, Central Tapanuli Regency, Central Tapanuli Regency","Kabupaten Tapanuli Tengah, Kabupaten Tapanuli Tengah, Kabupaten Tapanuli Tengah, Kabupaten Tapanuli Tengah",1.8493,98.7041
Sumatera Utara,Sumatera Utara,Kabupaten Tapanuli Utara,Kabupaten Tapanuli Utara,TRUE,"North Sumatra, Sumatera Utara, North Sumatra, North Sumatra, North Sumatra","Sumatera Utara, Sumatera Utara, Sumatera Utara, Sumatera Utara, Sumatera Utara","North Tapanuli Regency, Kabupaten Tapanuli Utara, North Tapanuli Regency, North Tapanuli Regency, North Tapanuli Regency","Kabupaten Tapanuli Utara, Kabupaten Tapanuli Utara, Kabupaten Tapanuli Utara, Kabupaten Tapanuli Utara, Kabupaten Tapanuli Utara",2.0405,99.1013
Sumatera Utara,Sumatera Utara,Kabupaten Toba,Kabupaten Toba,TRUE,"North Sumatra, North Sumatra, North Sumatra, North Sumatra, North Sumatra","Sumatera Utara, Sumatera Utara, Sumatera Utara, Sumatera Utara, Sumatera Utara","Toba Regency, Toba Regency, Toba Regency, Toba Regency, Toba Regency","Kabupaten Toba, Kabupaten Toba, Kabupaten Toba, Kabupaten Toba, Kabupaten Toba",2.3502,99.2786
Sumatera Utara,Sumatera Utara,Kota Binjai,Kota Binjai,TRUE,"North Sumatra, North Sumatra, North Sumatra, North Sumatra, North Sumatra","Sumatera Utara, Sumatera Utara, Sumatera Utara, Sumatera Utara, Sumatera Utara","Binjai City, Binjai City, Binjai City, Binjai City, Binjai City","Kota Binjai, Kota Binjai, Kota Binjai, Kota Binjai, Kota Binjai",3.6135,98.5025
Sumatera Utara,Sumatera Utara,Kota Gunungsitoli,Kota Gunungsitoli,TRUE,"Sumatera Utara, North Sumatra, Sumatera Utara, Sumatera Utara, North Sumatra","Sumatera Utara, Sumatera Utara, Sumatera Utara, Sumatera Utara, Sumatera Utara","Kota Gunungsitoli, Gunungsitoli City, Kota Gunungsitoli, Kota Gunungsitoli, Gunungsitoli City","Kota Gunungsitoli, Kota Gunungsitoli, Kota Gunungsitoli, Kota Gunungsitoli, Kota Gunungsitoli",1.2805,97.6147
Sumatera Utara,Sumatera Utara,Kota Medan,Kota Medan,TRUE,"Sumatera Utara, Sumatera Utara, North Sumatra, North Sumatra, North Sumatra","Sumatera Utara, Sumatera Utara, Sumatera Utara, Sumatera Utara, Sumatera Utara","Kota Medan, Kota Medan, Medan City, Medan City, Medan City","Kota Medan, Kota Medan, Kota Medan, Kota Medan, Kota Medan",3.5952,98.6722
Sumatera Utara,Sumatera Utara,Kota Padang Sidempuan,Kota Padang Sidempuan,TRUE,"North Sumatra, North Sumatra, North Sumatra, North Sumatra, North Sumatra","Sumatera Utara, Sumatera Utara, Sumatera Utara, Sumatera Utara, Sumatera Utara","Padang Sidempuan City, Padang Sidempuan City, Padang Sidempuan City, Padang Sidempuan City","Kota Padang Sidempuan, Kota Padang Sidempuan, Kota Padang Sidempuan, Kota Padang Sidempuan",1.3722,99.273
Sumatera Utara,Sumatera Utara,Kota Pematang Siantar,Kota Pematang Siantar,TRUE,"Sumatera Utara, North Sumatra, North Sumatra, North Sumatra, North Sumatra","Sumatera Utara, Sumatera Utara, Sumatera Utara, Sumatera Utara, Sumatera Utara","Kota Pematang Siantar, Pematang Siantar City, Pematang Siantar City, Pematang Siantar City, Pematang Siantar City","Kota Pematang Siantar, Kota Pematang Siantar, Kota Pematang Siantar, Kota Pematang Siantar, Kota Pematang Siantar",2.97,99.0682
Sumatera Utara,Sumatera Utara,Kota Sibolga,Kota Sibolga,TRUE,"Sumatera Utara, Sumatera Utara, North Sumatra, North Sumatra, North Sumatra","Sumatera Utara, Sumatera Utara, Sumatera Utara, Sumatera Utara, Sumatera Utara","Kota Sibolga, Kota Sibolga, Sibolga City, Sibolga City, Sibolga City","Kota Sibolga, Kota Sibolga, Kota Sibolga, Kota Sibolga, Kota Sibolga",1.7368,98.7851
Sumatera Utara,Sumatera Utara,Kota Tanjung Balai,Kota Tanjung Balai,TRUE,"North Sumatra, North Sumatra, Sumatera Utara, North Sumatra, North Sumatra","Sumatera Utara, Sumatera Utara, Sumatera Utara, Sumatera Utara, Sumatera Utara","Tanjung Balai City, Tanjung Balai City, Kota Tanjung Balai, Tanjung Balai City, Tanjung Balai City","Kota Tanjung Balai, Kota Tanjung Balai, Kota Tanjung Balai, Kota Tanjung Balai, Kota Tanjung Balai",2.9662,99.7985
Sumatera Utara,Sumatera Utara,Kota Tebing Tinggi,Kota Tebing Tinggi,TRUE,"North Sumatra, Sumatera Utara, Sumatera Utara, Sumatera Utara, Sumatera Utara","Sumatera Utara, Sumatera Utara, Sumatera Utara, Sumatera Utara, Sumatera Utara","Tebing Tinggi City, Kota Tebing Tinggi, Kota Tebing Tinggi, Kota Tebing Tinggi, Kota Tebing Tinggi","Kota Tebing Tinggi, Kota Tebing Tinggi, Kota Tebing Tinggi, Kota Tebing Tinggi, Kota Tebing Tinggi",3.3263,99.1567
Sumatera Barat,Sumatera Barat,Kabupaten Agam,Kabupaten Agam,TRUE,"Sumatera Barat, West Sumatra, West Sumatra, West Sumatra, West Sumatra","Sumatera Barat, Sumatera Barat, Sumatera Barat, Sumatera Barat, Sumatera Barat","Kabupaten Agam, Agam Regency, Agam Regency, Agam Regency, Agam Regency","Kabupaten Agam, Kabupaten Agam, Kabupaten Agam, Kabupaten Agam, Kabupaten Agam",-0.2209,100.1703
